store,date,weekly_sales,holiday_flag,temperature,fuel_price,cpi,unemployment,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_4,rolling_std_4,rolling_mean_12,year,month,weekofyear,dayofweek,holiday_lag1,temperature_rolling4,fuel_price_rolling4,cpi_rolling4,unemployment_rolling4
1,2010-07-09,1546074.18,0,80.48,2.642,211.108414,7.787,1492418.14,1422711.6,1503284.06,1542561.09,1615524.71,1432069.95,1399662.07,1490243.7225,49908.15900252272,1482404.4458333335,2010,7,27,4,0.0,82.46000000000001,2.65025,211.28109295000002,7.797499999999999
1,2010-07-16,1448938.92,0,83.15,2.623,211.1003854,7.787,1546074.18,1492418.14,1422711.6,1503284.06,1542561.09,1615524.71,1432069.95,1491121.9949999999,51151.15051575243,1489072.4375,2010,7,28,4,0.0,82.22,2.64675,211.192746325,7.79225
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,1448938.92,1546074.18,1492418.14,1422711.6,1503284.06,1542561.09,1615524.71,1477535.71,53982.92331296985,1493879.3375000001,2010,7,29,4,0.0,81.975,2.6355,211.16686925,7.787
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,1385065.2,1448938.92,1546074.18,1492418.14,1422711.6,1503284.06,1542561.09,1468124.1099999999,68149.99963895802,1490543.045,2010,7,30,4,0.0,82.20750000000001,2.62825,211.203461725,7.787
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,1371986.6,1385065.2,1448938.92,1546074.18,1492418.14,1422711.6,1503284.06,1438016.225,79497.4828344398,1471212.335,2010,8,31,4,0.0,83.8775,2.6245000000000003,211.30252374999998,7.787
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,1605491.78,1371986.6,1385065.2,1448938.92,1546074.18,1492418.14,1422711.6,1452870.625,107157.94638036602,1480482.3583333334,2010,8,32,4,0.0,84.84,2.64175,211.437282675,7.787
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,1508237.76,1605491.78,1371986.6,1385065.2,1448938.92,1546074.18,1492418.14,1467695.335,110482.9544091712,1489530.3325000003,2010,8,33,4,0.0,85.6625,2.6557500000000003,211.529337425,7.787
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,1513080.49,1508237.76,1605491.78,1371986.6,1385065.2,1448938.92,1546074.18,1499699.1575,96184.79455497244,1496281.2108333334,2010,8,34,4,0.0,86.5075,2.6505,211.57868802500002,7.787
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,1449142.92,1513080.49,1508237.76,1605491.78,1371986.6,1385065.2,1448938.92,1518988.2374999998,64579.938806430226,1482416.0616666668,2010,9,35,4,0.0,85.02,2.6380000000000003,211.58533447500002,7.787
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,1540163.53,1449142.92,1513080.49,1508237.76,1605491.78,1371986.6,1385065.2,1502656.175,38341.842131551464,1482216.265,2010,9,36,4,1540163.53,82.9425,2.60625,211.54927675,7.787
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,1507460.69,1540163.53,1449142.92,1513080.49,1508237.76,1605491.78,1371986.6,1502461.9074999997,38306.08693123161,1482564.3175,2010,9,37,4,0.0,81.8075,2.58575,211.529050825,7.787
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,1430378.67,1507460.69,1540163.53,1449142.92,1513080.49,1508237.76,1605491.78,1481786.4525000001,50909.75664281918,1483203.24,2010,9,38,4,0.0,80.7375,2.587,211.536530575,7.787
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,1351791.03,1430378.67,1507460.69,1540163.53,1449142.92,1513080.49,1508237.76,1457448.48,84141.29386439837,1471484.3141666667,2010,10,39,4,0.0,78.4075,2.5935,211.571715975,7.7997499999999995
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,1453329.5,1351791.03,1430378.67,1507460.69,1540163.53,1449142.92,1513080.49,1435739.9725,64625.64327920404,1463755.5908333333,2010,10,40,4,0.0,74.7175,2.6105,211.634607025,7.8125
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,1508239.93,1453329.5,1351791.03,1430378.67,1507460.69,1540163.53,1449142.92,1435934.7824999997,64914.43604929847,1468697.3416666668,2010,10,41,4,0.0,70.985,2.645,211.70742802499998,7.8252500000000005
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,1459409.1,1508239.93,1453329.5,1351791.03,1430378.67,1507460.69,1540163.53,1443192.39,65704.22044353343,1474892.6666666667,2010,10,42,4,0.0,68.215,2.6702500000000002,211.7734453,7.838
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,1345454.0,1459409.1,1508239.93,1453329.5,1351791.03,1430378.67,1507460.69,1441608.1325,68652.94005579711,1472681.6166666665,2010,10,43,4,0.0,67.6525,2.6985,211.832658875,7.838
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,1384209.22,1345454.0,1459409.1,1508239.93,1453329.5,1351791.03,1430378.67,1424328.0625,73263.26946523674,1454241.4033333333,2010,11,44,4,0.0,66.355,2.7125000000000004,211.88506875,7.838
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,1551659.28,1384209.22,1345454.0,1459409.1,1508239.93,1453329.5,1351791.03,1435182.9,90927.16391393862,1457859.8633333333,2010,11,45,4,0.0,64.4625,2.7145,211.93261885,7.838
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,1494479.49,1551659.28,1384209.22,1345454.0,1459409.1,1508239.93,1453329.5,1443950.4975,95611.96084137318,1456309.78,2010,11,46,4,0.0,59.849999999999994,2.726,211.93971385,7.838
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,1483784.18,1494479.49,1551659.28,1384209.22,1345454.0,1459409.1,1508239.93,1478533.0425,69585.18456978216,1459196.5516666668,2010,11,47,4,1483784.18,58.57,2.73075,211.899611225,7.838
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,1955624.11,1483784.18,1494479.49,1551659.28,1384209.22,1345454.0,1459409.1,1621386.765,224808.4019809472,1493818.2666666666,2010,12,48,4,0.0,56.2025,2.7355,211.812311,7.838
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,1548033.78,1955624.11,1483784.18,1494479.49,1551659.28,1384209.22,1345454.0,1620480.39,225190.21958121238,1497199.3575,2010,12,49,4,0.0,52.8825,2.76425,211.67781315,7.838
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,1682614.26,1548033.78,1955624.11,1483784.18,1494479.49,1551659.28,1384209.22,1667514.0825,209179.04855628058,1518218.99,2010,12,50,4,0.0,52.49,2.78875,211.556722825,7.838
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,1891034.93,1682614.26,1548033.78,1955624.11,1483784.18,1494479.49,1551659.28,1769326.77,187979.80557788638,1563155.9816666665,2010,12,51,4,0.0,49.4425,2.8265000000000002,211.47089505,7.838
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,2387950.2,1891034.93,1682614.26,1548033.78,1955624.11,1483784.18,1494479.49,1877408.2925,368452.17199591256,1641041.0399999998,2010,12,52,4,2387950.2,49.2325,2.88525,211.420329825,7.838
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,1367320.01,2387950.2,1891034.93,1682614.26,1548033.78,1955624.11,1483784.18,1832229.85,428489.2565505779,1629297.7133333331,2011,1,1,4,0.0,49.7175,2.9185,211.40502715,7.814
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,1444732.28,1367320.01,2387950.2,1891034.93,1682614.26,1548033.78,1955624.11,1772759.355,470613.6815621626,1628074.6450000003,2011,1,2,4,0.0,46.1075,2.947,211.41805177499998,7.79
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,1391013.96,1444732.28,1367320.01,2387950.2,1891034.93,1682614.26,1548033.78,1647754.1125000003,494525.666395813,1631871.3083333336,2011,1,3,4,0.0,44.035,2.9795,211.5235798,7.766
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,1327405.42,1391013.96,1444732.28,1367320.01,2387950.2,1891034.93,1682614.26,1382617.9175,49027.656863276796,1627137.6583333332,2011,1,4,4,0.0,42.885,2.99625,211.72161119999998,7.742
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,1316899.31,1327405.42,1391013.96,1444732.28,1367320.01,2387950.2,1891034.93,1370012.7425,59611.18760559322,1607574.3275,2011,2,5,4,0.0,41.385,2.9995000000000003,212.012146025,7.742
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,1606629.58,1316899.31,1327405.42,1391013.96,1444732.28,1367320.01,2387950.2,1410487.0675,134799.00547446244,1616920.1683333332,2011,2,6,4,1606629.58,41.63249999999999,3.0092499999999998,212.38196945,7.742
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,1649614.93,1606629.58,1316899.31,1327405.42,1391013.96,1444732.28,1367320.01,1475137.31,177573.11444171303,1630739.3975,2011,2,7,4,0.0,44.9625,3.0164999999999997,212.73713220000002,7.742
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,1686842.78,1649614.93,1606629.58,1316899.31,1327405.42,1391013.96,1444732.28,1564996.65,168614.2774516193,1608340.9533333334,2011,2,8,4,0.0,49.730000000000004,3.03025,213.07177002500003,7.742
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,1456800.28,1686842.78,1649614.93,1606629.58,1316899.31,1327405.42,1391013.96,1599971.8924999998,100918.14784923608,1600738.1616666664,2011,3,9,4,0.0,54.0575,3.1049999999999995,213.38588289999998,7.742
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,1636263.41,1456800.28,1686842.78,1649614.93,1606629.58,1316899.31,1327405.42,1607380.35,102642.7886173674,1596875.5908333333,2011,3,10,4,0.0,58.349999999999994,3.2142500000000003,213.67947085,7.742
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,1553191.63,1636263.41,1456800.28,1686842.78,1649614.93,1606629.58,1316899.31,1583274.525,100722.259369,1568721.9825,2011,3,11,4,0.0,59.7,3.325,213.958177375,7.742
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,1576818.06,1553191.63,1636263.41,1456800.28,1686842.78,1649614.93,1606629.58,1555768.3450000002,74663.38536161272,1501127.6375,2011,3,12,4,0.0,61.4675,3.4269999999999996,214.22425984999998,7.742
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,1541102.38,1576818.06,1553191.63,1636263.41,1456800.28,1686842.78,1649614.93,1576843.87,42298.79810902612,1515609.5016666667,2011,4,13,4,0.0,61.365,3.4859999999999998,214.477718275,7.726999999999999
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,1495064.75,1541102.38,1576818.06,1553191.63,1636263.41,1456800.28,1686842.78,1541544.205,34353.27399302004,1519803.8741666665,2011,4,14,4,0.0,64.935,3.52675,214.71855265,7.712000000000001
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,1614259.35,1495064.75,1541102.38,1576818.06,1553191.63,1636263.41,1456800.28,1556811.135,50859.137162884435,1538407.656666667,2011,4,15,4,0.0,67.0625,3.5905,214.950838825,7.697
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,1559889.0,1614259.35,1495064.75,1541102.38,1576818.06,1553191.63,1636263.41,1552578.87,49320.392792910694,1557781.2883333333,2011,4,16,4,0.0,67.8175,3.6739999999999995,215.165830425,7.682
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,1564819.81,1559889.0,1614259.35,1495064.75,1541102.38,1576818.06,1553191.63,1558508.2275,48904.68656360464,1578441.33,2011,4,17,4,0.0,71.0325,3.7455,215.363527425,7.682
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,1455090.69,1564819.81,1559889.0,1614259.35,1495064.75,1541102.38,1576818.06,1548514.7125,66946.83452985478,1565813.0891666666,2011,5,18,4,0.0,70.225,3.8165,215.543929825,7.682
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,1629391.28,1455090.69,1564819.81,1559889.0,1614259.35,1495064.75,1541102.38,1552297.695,72127.32710260303,1564127.785,2011,5,19,4,0.0,71.3175,3.8555,215.71197895,7.682
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,1604775.58,1629391.28,1455090.69,1564819.81,1559889.0,1614259.35,1495064.75,1563519.34,77027.38296939983,1557288.8516666666,2011,5,20,4,0.0,69.97749999999999,3.8805000000000005,215.780482675,7.682
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,1428218.27,1604775.58,1629391.28,1455090.69,1564819.81,1559889.0,1614259.35,1529368.955,102370.80690586701,1554907.0175,2011,5,21,4,0.0,71.4,3.8745000000000003,215.749441025,7.682
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,1466046.67,1428218.27,1604775.58,1629391.28,1455090.69,1564819.81,1559889.0,1532107.95,99836.18093564716,1540722.2891666668,2011,6,22,4,0.0,75.9975,3.82275,215.618853975,7.682
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,1635078.41,1466046.67,1428218.27,1604775.58,1629391.28,1455090.69,1564819.81,1533529.7325,101706.39531884459,1547546.1875,2011,6,23,4,0.0,77.87,3.76,215.38872154999999,7.682
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,1588948.32,1635078.41,1466046.67,1428218.27,1604775.58,1629391.28,1455090.69,1529572.9175,98260.19211085142,1548557.0424999997,2011,6,24,4,0.0,82.565,3.6925,215.2047564,7.682
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,1532114.86,1588948.32,1635078.41,1466046.67,1428218.27,1604775.58,1629391.28,1555547.065,73030.28506357533,1547808.0825000003,2011,6,25,4,0.0,84.03,3.6445,215.101584,7.682
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,1438830.15,1532114.86,1588948.32,1635078.41,1466046.67,1428218.27,1604775.58,1548742.935,84513.5105789499,1543121.8658333335,2011,7,26,4,0.0,84.66749999999999,3.6007499999999997,215.07920437500002,7.752
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,1488538.09,1438830.15,1532114.86,1588948.32,1635078.41,1466046.67,1428218.27,1512107.855,63848.500850862445,1532645.0941666665,2011,7,27,4,0.0,85.3425,3.55875,215.1376175,7.822
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,1534849.64,1488538.09,1438830.15,1532114.86,1588948.32,1635078.41,1466046.67,1498583.185,45132.98170164172,1530558.4808333332,2011,7,28,4,0.0,85.875,3.54325,215.228379775,7.8919999999999995
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,1455119.97,1534849.64,1488538.09,1438830.15,1532114.86,1588948.32,1635078.41,1479334.4625000001,42401.189724443655,1521416.8275,2011,7,29,4,0.0,86.4225,3.5575,215.311174825,7.962
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,1396926.82,1455119.97,1534849.64,1488538.09,1438830.15,1532114.86,1588948.32,1468858.63,58037.43221744261,1516569.8383333331,2011,7,30,4,0.0,86.7425,3.5969999999999995,215.38600267500001,7.962
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,1352219.79,1396926.82,1455119.97,1534849.64,1488538.09,1438830.15,1532114.86,1434779.0550000002,78902.25754504606,1493472.2141666666,2011,8,31,4,0.0,88.1975,3.648,215.452863325,7.962
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,1624383.75,1352219.79,1396926.82,1455119.97,1534849.64,1488538.09,1438830.15,1457162.5825,119175.5398666774,1495106.2283333333,2011,8,32,4,0.0,88.7525,3.66375,215.5140331,7.962
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,1525147.09,1624383.75,1352219.79,1396926.82,1455119.97,1534849.64,1488538.09,1474669.3625,123828.10601510033,1503183.63,2011,8,33,4,0.0,89.795,3.6395,215.575791175,7.962
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,1530761.43,1525147.09,1624383.75,1352219.79,1396926.82,1455119.97,1534849.64,1508128.0150000001,113467.60320528776,1508576.5266666666,2011,8,34,4,0.0,90.07750000000001,3.5997500000000002,215.638235575,7.962
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,1464693.46,1530761.43,1525147.09,1624383.75,1352219.79,1396926.82,1455119.97,1536246.4324999999,65932.52931605662,1494377.7808333335,2011,9,35,4,0.0,89.1225,3.562,215.70136630000002,7.962
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,1550229.22,1464693.46,1530761.43,1525147.09,1624383.75,1352219.79,1396926.82,1517707.8,36940.958732966385,1491151.1891666667,2011,9,36,4,1550229.22,85.4325,3.5389999999999997,215.76518335,7.962
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,1540471.24,1550229.22,1464693.46,1530761.43,1525147.09,1624383.75,1352219.79,1521538.8375,38721.342383566014,1491847.5541666665,2011,9,37,4,0.0,82.9325,3.532,215.858118825,7.962
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,1514259.78,1540471.24,1550229.22,1464693.46,1530761.43,1525147.09,1624383.75,1517413.425,38287.85456008505,1498133.3566666667,2011,9,38,4,0.0,79.8925,3.518,216.01876852499998,7.962
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,1380020.27,1514259.78,1540471.24,1550229.22,1464693.46,1530761.43,1525147.09,1496245.1275,78957.74497687885,1489090.205,2011,9,39,4,0.0,77.8575,3.4735,216.24713242500002,7.962
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,1394561.83,1380020.27,1514259.78,1540471.24,1550229.22,1464693.46,1530761.43,1457328.28,81792.63036397507,1477399.5541666665,2011,10,40,4,0.0,76.185,3.40825,216.543210525,7.938
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,1630989.95,1394561.83,1380020.27,1514259.78,1540471.24,1550229.22,1464693.46,1479957.9575,117285.00580521044,1492055.3858333335,2011,10,41,4,0.0,74.135,3.34525,216.8717657,7.914
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,1493525.93,1630989.95,1394561.83,1380020.27,1514259.78,1540471.24,1550229.22,1474774.4949999999,115711.30667479933,1500105.3116666668,2011,10,42,4,0.0,71.1125,3.3167500000000003,217.15680360000002,7.89
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,1502562.78,1493525.93,1630989.95,1394561.83,1380020.27,1514259.78,1540471.24,1505410.1225,96965.59255011339,1512633.8941666668,2011,10,43,4,0.0,67.8325,3.321,217.39832425,7.866
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,1445249.09,1502562.78,1493525.93,1630989.95,1394561.83,1380020.27,1514259.78,1518081.9375,79365.57758354135,1497706.0058333334,2011,11,44,4,0.0,64.25,3.33275,217.59632764999998,7.866
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,1697229.58,1445249.09,1502562.78,1493525.93,1630989.95,1394561.83,1380020.27,1534641.845,111273.5684345579,1512046.2133333331,2011,11,45,4,0.0,61.092499999999994,3.3385,217.75703055000002,7.866
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,1594938.89,1697229.58,1445249.09,1502562.78,1493525.93,1630989.95,1394561.83,1559995.085,110332.05812747712,1517394.335,2011,11,46,4,0.0,60.7275,3.32725,217.9331637,7.866
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,1539483.7,1594938.89,1697229.58,1445249.09,1502562.78,1493525.93,1630989.95,1569225.315,105358.03691148979,1523626.8549999997,2011,11,47,4,1539483.7,59.12,3.29325,218.1308992,7.866
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2033320.66,1539483.7,1594938.89,1697229.58,1445249.09,1502562.78,1493525.93,1716243.2075,221252.7136182967,1563884.4749999999,2011,12,48,4,0.0,57.6025,3.2532500000000004,218.350237025,7.866
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,1584083.95,2033320.66,1539483.7,1594938.89,1697229.58,1445249.09,1502562.78,1687956.8,231489.63818826282,1567518.8675,2011,12,49,4,0.0,53.8075,3.2185,218.5911772,7.866
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,1799682.38,1584083.95,2033320.66,1539483.7,1594938.89,1697229.58,1445249.09,1739142.6725,226651.46314464236,1591304.0841666667,2011,12,50,4,0.0,51.152499999999996,3.18125,218.830913325,7.866
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,1881176.67,1799682.38,1584083.95,2033320.66,1539483.7,1594938.89,1697229.58,1824565.915,187291.29446403368,1633067.1175,2011,12,51,4,0.0,48.1075,3.1502499999999998,219.05343845000002,7.866
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2270188.99,1881176.67,1799682.38,1584083.95,2033320.66,1539483.7,1594938.89,1883782.9975,286477.93220376415,1706036.0475,2011,12,52,4,2270188.99,47.0175,3.1395,219.25875257500002,7.866
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,1497462.72,2270188.99,1881176.67,1799682.38,1584083.95,2033320.66,1539483.7,1862127.69,318201.6369551573,1694908.7783333333,2012,1,1,4,0.0,48.2875,3.1392499999999997,219.4468557,7.7364999999999995
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,1550369.92,1497462.72,2270188.99,1881176.67,1799682.38,1584083.95,2033320.66,1799799.575,356609.57176319556,1699645.7775,2012,1,2,4,0.0,47.5125,3.16475,219.62512395,7.607
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,1459601.17,1550369.92,1497462.72,2270188.99,1881176.67,1799682.38,1584083.95,1694405.7,385656.3269904229,1696065.6433333333,2012,1,3,4,0.0,49.05,3.2037500000000003,219.782115875,7.4775
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,1394393.84,1459601.17,1550369.92,1497462.72,2270188.99,1881176.67,1799682.38,1475456.9125,65622.25371977451,1691827.7058333333,2012,1,4,4,0.0,51.47749999999999,3.2439999999999998,219.9178315,7.348
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,1319325.59,1394393.84,1459601.17,1550369.92,1497462.72,2270188.99,1881176.67,1430922.6300000001,98112.80171398,1660335.7066666668,2012,2,5,4,0.0,53.3625,3.2947499999999996,220.0322708,7.348
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,1636339.65,1319325.59,1394393.84,1459601.17,1550369.92,1497462.72,2270188.99,1452415.0625,135350.36507618325,1663785.7700000003,2012,2,6,4,1636339.65,53.235,3.33175,220.1254338,7.348
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,1802477.43,1636339.65,1319325.59,1394393.84,1459601.17,1550369.92,1497462.72,1538134.1275,222156.21572786308,1685701.9141666668,2012,2,7,4,0.0,51.0375,3.39225,220.235451125,7.348
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,1819870.0,1802477.43,1636339.65,1319325.59,1394393.84,1459601.17,1550369.92,1644503.1675,232031.96150547982,1667914.3591666669,2012,2,8,4,0.0,51.785,3.4585,220.37496355,7.348
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,1539387.83,1819870.0,1802477.43,1636339.65,1319325.59,1394393.84,1459601.17,1699518.7275,135053.59847206002,1664189.6825,2012,3,9,4,0.0,52.8875,3.526,220.543971075,7.348
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,1688420.76,1539387.83,1819870.0,1802477.43,1636339.65,1319325.59,1394393.84,1712539.0050000001,129321.15310977964,1654917.8808333334,2012,3,10,4,0.0,55.5725,3.5909999999999997,220.74247367499999,7.348
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,1675431.16,1688420.76,1539387.83,1819870.0,1802477.43,1636339.65,1319325.59,1680777.4375,114636.7671005024,1637772.4216666669,2012,3,11,4,0.0,60.427499999999995,3.647,220.938987325,7.348
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,1677472.78,1675431.16,1688420.76,1539387.83,1819870.0,1802477.43,1636339.65,1645178.1324999998,70757.10297962656,1588379.4041666666,2012,3,12,4,0.0,62.5975,3.705,221.101364975,7.348
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,1511068.07,1677472.78,1675431.16,1688420.76,1539387.83,1819870.0,1802477.43,1638098.1925,84878.58274285388,1589513.1833333333,2012,3,13,4,0.0,64.25999999999999,3.75875,221.22960659999998,7.348
